Empresa;Família;Modelo;OPC;Chassi;Placa;Veículo;Estado Placa;Ano;Cor;NF Número;Valor Compra;Custo Operacional;Preço Público/Venda;Custo Valor Compra;NF Compra;Empresa Compra;Valor Agregado;KM;Opcionais;Data Chegada;Dias Estoque;Data Emissão;Situação;Valor Escrito;Valor Escrito2;Valor Escrito3;Combustível;Avaliação Usado;Em Trânsito;Pago;Data Pagamento;Estoque;Flag Proposta;Flag Pedido;Flag Bloqueio;Flag Reserva;NTI Valor;Tipo Faturamento;Valores Agregados;Pis/Fin;ICMS Valor Venda;Valor HoldBack;Nr. Renavam;Promoção;Custo Venda;Localização;Floor;Tipo Transmissão
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405766;;109885;;2026/2027;BRANCO DUNAS;         173229;196785,86;0,00;334640,00;196785,86;   158091;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405768;;109886;;2026/2027;BRANCO DUNAS;         173230;196785,86;0,00;334640,00;196785,86;   158092;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404544;;109879;;2026/2027;PRATA SHARK;         173219;197498,29;0,00;335740,00;197498,29;   158083;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404940;;109880;;2026/2027;CINZA TOPAZIO;         173220;197498,29;0,00;335740,00;197498,29;   158084;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405543;;109881;;2026/2027;PRETO OURO NEGRO;         173221;197498,29;0,00;335740,00;197498,29;   158085;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405165;        ;109614;;2026/2027;CINZA TOPAZIO;         172970;197498,29;0,00;335740,00;197498,29;   154778;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;24;02/06/2026 00:00;;;PEDRAGON MANAUS;220529;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405527;        ;109615;;2026/2027;BRANCO DUNAS;         172971;196785,86;0,00;334640,00;196785,86;   154779;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;24;02/06/2026 00:00;;;PEDRAGON MANAUS;220529;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404315;        ;109611;;2026/2027;PRATA SHARK;         172950;197498,29;0,00;335740,00;197498,29;   154774;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;24;02/06/2026 00:00;;;PEDRAGON MANAUS;220529;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404359;        ;109612;;2026/2027;PRATA SHARK;         172951;197498,29;0,00;335740,00;197498,29;   154775;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;24;02/06/2026 00:00;;;PEDRAGON MANAUS;220529;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405770;;110001;;2026/2027;BRANCO DUNAS;         173293;196785,86;0,00;334640,00;196785,86;   159185;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;17;09/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405774;;110002;;2026/2027;BRANCO DUNAS;         173294;196785,86;0,00;334640,00;196785,86;   159186;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;17;09/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405902;;110003;;2026/2027;PRATA SHARK;         173295;197498,29;0,00;335740,00;197498,29;   159187;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;17;09/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405681;;109882;;2026/2027;VERMELHO SCARLET;         173223;196171,23;0,00;333690,00;196171,23;   158087;PEDRAGON MANAUS;5885,14;1;(693) UE1, (722) R6V;  /  /     ;18;08/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202056,37;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405031;;110057;;2026/2027;BRANCO SUMMIT;         173372;196785,86;0,00;334640,00;196785,86;   160099;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;16;10/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC402277;;110234;;2026/2027;BRANCO SUMMIT;         173758;196785,86;0,00;334640,00;196785,86;   162308;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC402680;;110235;;2026/2027;PRATA SHARK;         173759;197498,29;0,00;335740,00;197498,29;   162309;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC402796;;110236;;2026/2027;PRATA SHARK;         173760;197498,29;0,00;335740,00;197498,29;   162310;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404509;;110237;;2026/2027;VERMELHO SCARLET;         173769;196171,23;0,00;333690,00;196171,23;   162311;PEDRAGON MANAUS;5885,14;1;(693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202056,37;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404533;;110238;;2026/2027;VERMELHO SCARLET;         173770;196171,23;0,00;333690,00;196171,23;   162312;PEDRAGON MANAUS;5885,14;1;(693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202056,37;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404799;;110239;;2026/2027;PRATA SHARK;         173771;197498,29;0,00;335740,00;197498,29;   162313;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404836;;110240;;2026/2027;PRATA SHARK;         173772;197498,29;0,00;335740,00;197498,29;   162314;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404936;;110241;;2026/2027;CINZA TOPAZIO;         173773;197498,29;0,00;335740,00;197498,29;   162315;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405416;;110242;;2026/2027;PRETO OURO NEGRO;         173774;197498,29;0,00;335740,00;197498,29;   162316;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405458;;110243;;2026/2027;BRANCO DUNAS;         173775;196785,86;0,00;334640,00;196785,86;   162317;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;14;12/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;CAPLAN GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC408865;;110456;;2026/2027;BRANCO DUNAS;         173873;196785,86;0,00;334640,00;196785,86;   164135;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409000;;110458;;2026/2027;PRETO OURO NEGRO;         173874;197498,29;0,00;335740,00;197498,29;   164136;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC402268;;110446;;2026/2027;BRANCO SUMMIT;         173861;196785,86;0,00;334640,00;196785,86;   164123;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC404324;;110447;;2026/2027;PRATA SHARK;         173862;197498,29;0,00;335740,00;197498,29;   164124;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405119;;110448;;2026/2027;BRANCO SUMMIT;         173863;196785,86;0,00;334640,00;196785,86;   164125;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405520;;110449;;2026/2027;PRETO OURO NEGRO;         173864;197498,29;0,00;335740,00;197498,29;   164126;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407069;;110450;;2026/2027;PRETO OURO NEGRO;         173865;197498,29;0,00;335740,00;197498,29;   164127;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407071;;110451;;2026/2027;PRETO OURO NEGRO;         173866;197498,29;0,00;335740,00;197498,29;   164128;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407072;;110452;;2026/2027;PRETO OURO NEGRO;         173867;197498,29;0,00;335740,00;197498,29;   164129;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407076;;110453;;2026/2027;PRETO OURO NEGRO;         173868;197498,29;0,00;335740,00;197498,29;   164130;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407102;;110454;;2026/2027;BRANCO SUMMIT;         173869;196785,86;0,00;334640,00;196785,86;   164131;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC407592;;110455;;2026/2027;CINZA AMBAR;         173870;197498,29;0,00;335740,00;197498,29;   164132;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;JACIARA ;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409006;;110459;;2026/2027;VERMELHO SCARLET;         173875;196171,23;0,00;333690,00;196171,23;   164137;PEDRAGON MANAUS;5885,14;1;(693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202056,37;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409019;;110460;;2026/2027;CINZA TOPAZIO;         173876;197498,29;0,00;335740,00;197498,29;   164138;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409027;;110461;;2026/2027;CINZA TOPAZIO;         173877;197498,29;0,00;335740,00;197498,29;   164139;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409360;;110462;;2026/2027;CINZA AMBAR;         173878;197498,29;0,00;335740,00;197498,29;   164140;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC409365;;110463;;2026/2027;CINZA AMBAR;         173879;197498,29;0,00;335740,00;197498,29;   164141;PEDRAGON MANAUS;5924,95;1;(690) PDB, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;203423,24;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC408991;;110457;;2026/2027;BRANCO DUNAS;         173897;196785,86;0,00;334640,00;196785,86;   164142;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;11;15/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
PEDRAGON MANAUS;NW S10;"NW S10 CD LTZ DD4A R6V
";"R6V
";9BG148MK0VC405685;;110812;;2026/2027;BRANCO DUNAS;         174224;196785,86;0,00;334640,00;196785,86;   166870;PEDRAGON MANAUS;5903,58;1;(691) PDJ, (693) UE1, (722) R6V;  /  /     ;8;18/06/2026 00:00;;;PEDRAGON MANAUS;220529     ;DIESEL;0,00;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0,00;FLOOR PLAN - GM;HOLD BACK (GM);0,00;0,00;0,00;220529     ;0,00;202689,44;PEDRAGON MANAUS;0,00;AUTOMÁTICO
